image_id,image_path,key,scientificName,issues,datasetKey,publishingOrgKey,networkKeys,installationKey,hostingOrganizationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,taxonRank,taxonomicStatus,dateIdentified,continent,stateProvince,gadm,higherGeography,year,month,day,eventDate,startDayOfYear,endDayOfYear,typeStatus,modified,lastInterpreted,references,license,isSequenced,identifier,facts,relations,institutionKey,collectionKey,isInCluster,datasetName,recordedBy,identifiedBy,preparations,nucleotideSequence,class,countryCode,recordedByIDs,identifiedByIDs,gbifRegion,country,publishedByGbifRegion,rightsHolder,identifier.1,recordNumber,habitat,institutionID,http...unknown.org.crawl_attempt,dynamicProperties,locality,fieldNumber,verbatimLocality,gbifID,language,collectionCode,occurrenceID,type,disposition,catalogNumber,institutionCode,occurrenceRemarks,accessRights,verbatimElevation,collectionID,name,sex,reproductiveCondition,decimalLatitude,decimalLongitude,projectId,speciesKey,species,genericName,specificEpithet,georeferencedBy,datasetID,samplingProtocol,geodeticDatum,acceptedNameUsage,nomenclaturalCode,georeferenceVerificationStatus,verbatimSRS,georeferenceRemarks,materialSampleID,parentNameUsageID,acceptedNameUsageID,ownerInstitutionCode,bibliographicCitation,higherClassification,parentNameUsage,iucnRedListCategory,vernacularName,individualCount,elevation,elevationAccuracy,nomenclaturalStatus,http...unknown.org.dateLastUpdated,taxonID,http...unknown.org.code,http...unknown.org.conceptualSchema,http...unknown.org.maxSearchResponseRecords,municipality,infraspecificEpithet,identificationQualifier,http...unknown.org.omitFromScheduledCrawl,distanceFromCentroidInMeters,fieldNotes,county,locationRemarks,otherCatalogNumbers,verbatimEventDate,island,http...unknown.org.recordID,rights,organismQuantity,organismQuantityType,dataGeneralizations,eventRemarks,http...unknown.org.recordEnteredBy,programmeAcronym,coordinateUncertaintyInMeters,georeferenceSources,http...unknown.org.license,http...unknown.org.rightsHolder,http...unknown.org.CatalogNumberNumeric,coordinatePrecision,taxonConceptID,http...unknown.org.taxonRankID,verbatimCoordinateSystem,http...unknown.org.species,verbatimTaxonRank,image_url,weak_flowering,download_status
HERB_0062,sample_images/HERB_0062.jpg,5106375579,Lepisanthes senegalensis (Poir.) Leenh.,,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,98e934b0-5f31-11de-b67e-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,17abcf75-2f1e-46dd-bf75-a5b21dd02655",f6fe707e-cced-4efc-b5dc-be4c91b8180a,98e934b0-5f31-11de-b67e-b8a03c50a862,GB,DWC_ARCHIVE,2026-08-13T16:38:58.088+00:00,2026-08-24T20:21:03.800+00:00,445,PRESERVED_SPECIMEN,PRESENT,3784947,6,7707728,220,933,6657,7264784,3784947,Lepisanthes senegalensis (Poir.) Leenh.,Plantae,Tracheophyta,Sapindales,Sapindaceae,Lepisanthes,SPECIES,ACCEPTED,NA,ASIA,Sagaing,none,Myanmar (Burma),2019,3,20,2019-03-20,79,79,NA,2025-04-08T14:40:51.000+00:00,2026-08-24T20:21:03.800+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,https://data.rbge.org.uk/herb/E01537174,none,none,0237598a-853a-492c-af74-a723fe251799,427c8cd7-4358-4a00-9ef3-2b2676d28d1e,FALSE,Edinburgh (E) Herbarium Specimens,"Armstrong, Kathleen Ellen, Nwe, Thet Yu, Kramer, Marshall, Linn, Wah Wah, Khaing, Myo, Myint, Thar, Pyae, Phoe La, Kyi, Aung, Nyo, Kyi, Myint, Han Sein & Nge, Maung",NA,HERBARIUM SHEET,none,Magnoliopsida,MM,none,none,ASIA,Myanmar,EUROPE,NA,https://data.rbge.org.uk/herb/E01537174,4555,Growing in primary forest.,https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799,445,NA,"Htamanthi Wildlife Sanctuary. Nam Phi Lin stream, camp 1",NA,NA,5106375579,NA,E,https://data.rbge.org.uk/herb/E01537174,PhysicalObject,NA,E01537174,RBGE,NA,NA,NA,https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e,Lepisanthes senegalensis (Poir.) Leenh.,NA,NA,NA,NA,NA,3784947,Lepisanthes senegalensis,Lepisanthes,senegalensis,NA,NA,NA,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,E,NA,NA,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hkamti,NA,NA,20th March 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC0,Royal Botanic Garden Edinburgh,1755219,NA,NA,NA,NA,NA,NA,https://iiif.rbge.org.uk/herb/iiif/E01537174/manifest,FALSE,not_image
HERB_0063,sample_images/HERB_0063.jpg,1933395600,Rosa korschinskiana Boulenger,"cdc,cucdmis,cum",bf2a4bf0-5f31-11de-b67e-b8a03c50a862,98e934b0-5f31-11de-b67e-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,17abcf75-2f1e-46dd-bf75-a5b21dd02655",f6fe707e-cced-4efc-b5dc-be4c91b8180a,98e934b0-5f31-11de-b67e-b8a03c50a862,GB,DWC_ARCHIVE,2026-08-13T16:38:58.088+00:00,2026-08-24T20:19:21.969+00:00,445,PRESERVED_SPECIMEN,PRESENT,3004844,6,7707728,220,691,5015,8395064,7581799,Rosa webbiana Wall.,Plantae,Tracheophyta,Rosales,Rosaceae,Rosa,SPECIES,SYNONYM,NA,ASIA,NA,NA,Northern Asia,2018,8,9,2018-08-09,221,221,NA,2018-10-31T00:00:00.000+00:00,2026-08-24T20:19:21.969+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,https://data.rbge.org.uk/herb/E00850182,none,none,0237598a-853a-492c-af74-a723fe251799,427c8cd7-4358-4a00-9ef3-2b2676d28d1e,FALSE,Edinburgh (E) Herbarium Specimens,"Pamirs Expedition to Central Asia Tajikistan,",NA,HERBARIUM SHEET,none,Magnoliopsida,TL,none,none,ASIA,Timor-Leste,EUROPE,NA,https://data.rbge.org.uk/herb/E00850182,21,Sheer granitic rock face south facing;  Vegetation: growing with rose,https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799,445,NA,"Tajikistan:Gorno Badakshan:40 miles east of Ishkashim, Wahkan corridor.",NA,NA,1933395600,NA,E,https://data.rbge.org.uk/herb/E00850182,PhysicalObject,NA,E00850182,RBGE,NA,NA,2695m,https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e,Rosa korschinskiana Boulenger,NA,NA,36.7925,71.993889,NA,7581799,Rosa webbiana,Rosa,korschinskiana,NA,NA,NA,WGS84,NA,ICBN,NA,NA,NA,NA,NA,NA,E,NA,NA,NA,NA,NA,NA,2695,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9th August 2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC0,Royal Botanic Garden Edinburgh,926300,NA,NA,NA,NA,NA,NA,https://iiif.rbge.org.uk/herb/iiif/E00850182/manifest,FALSE,not_image
HERB_0064,sample_images/HERB_0064.jpg,4459006791,Cnestis palala (Lour.) Merr.,,15f819bd-6612-4447-854b-14d12ee1022d,396d5f30-dea9-11db-8ab4-b8a03c50a862,17abcf75-2f1e-46dd-bf75-a5b21dd02655,65eb93af-41b8-4917-a5fc-cfe2a45aa4bf,396d5f30-dea9-11db-8ab4-b8a03c50a862,NL,DWC_ARCHIVE,2026-06-29T11:53:09.940+00:00,2026-08-24T20:55:32.998+00:00,286,PRESERVED_SPECIMEN,PRESENT,7326564,6,7707728,220,7224021,6669,7326563,7326564,Cnestis palala (Lour.) Merr.,Plantae,Tracheophyta,Oxalidales,Connaraceae,Cnestis,SPECIES,ACCEPTED,2020-03-23T00:00:00,ASIA,NA,NA,NA,2021,3,17,2021-03-17,76,76,NA,NA,2026-08-24T20:55:32.998+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,L.4482923@BRAHMS,none,none,0e919a55-08d3-4bd2-aec1-200858fafd92,0add23db-a8f7-4d15-95ad-4ed0c5c8a055,FALSE,NA,Leong-Skornickova J; et al.,Leong P,NA,none,Magnoliopsida,SG,none,none,ASIA,Singapore,EUROPE,Naturalis Biodiversity Center,L.4482923@BRAHMS,"Leong-Skornickova, J; et al. 2021- 67",Mature secondary forest.,https://ror.org/0566bfb96,286,NA,"Seletar Reservoir, path along southern shore.",NA,NA,4459006791,NA,Botany,https://data.biodiversitydata.nl/naturalis/specimen/L.4482923,NA,NA,L.4482923,NA,NA,NA,NA,NA,Cnestis palala (Lour.) Merr.,NA,NA,1.39639,103.79889,NA,7326564,Cnestis palala,Cnestis,palala,NA,NA,NA,WGS84,NA,ICN,NA,NA,NA,NA,NA,NA,NA,NA,Plantae|Oxalidales|Connaraceae,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,3285.2926155809582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://medialib.naturalis.nl/file/id/L.4482923/format/large,FALSE,ok
HERB_0065,sample_images/HERB_0065.jpg,5106375615,Ziziphus rubiginosa D.G.Long & Rae,,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,98e934b0-5f31-11de-b67e-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,17abcf75-2f1e-46dd-bf75-a5b21dd02655",f6fe707e-cced-4efc-b5dc-be4c91b8180a,98e934b0-5f31-11de-b67e-b8a03c50a862,GB,DWC_ARCHIVE,2026-08-13T16:38:58.088+00:00,2026-08-24T20:19:35.024+00:00,445,PRESERVED_SPECIMEN,PRESENT,3874911,6,7707728,220,691,2407,3039411,3874911,Ziziphus rubiginosa D.G.Long & Rae,Plantae,Tracheophyta,Rosales,Rhamnaceae,Ziziphus,SPECIES,ACCEPTED,NA,ASIA,Sagaing,none,Myanmar (Burma),2019,3,15,2019-03-15,74,74,NA,2025-04-08T10:16:15.000+00:00,2026-08-24T20:19:35.024+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,https://data.rbge.org.uk/herb/E01539131,none,none,0237598a-853a-492c-af74-a723fe251799,427c8cd7-4358-4a00-9ef3-2b2676d28d1e,TRUE,Edinburgh (E) Herbarium Specimens,"Armstrong, Kathleen Ellen, Nwe, Thet Yu, Kramer, Marshall, Linn, Wah Wah, Khaing, Myo, Myint, Thar, Pyae, Phoe La, Kyi, Aung, Nyo, Kyi, Myint, Han Sein, Nge, Maung & Oo, Myint",NA,HERBARIUM SHEET,none,Magnoliopsida,MM,none,none,ASIA,Myanmar,EUROPE,NA,https://data.rbge.org.uk/herb/E01539131,4444,Growing in primary forest along stream.,https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799,445,NA,Htamanthi Wildlife Sanctuary. Nam Phi Lin stream,NA,NA,5106375615,NA,E,https://data.rbge.org.uk/herb/E01539131,PhysicalObject,NA,E01539131,RBGE,NA,NA,NA,https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e,Ziziphus rubiginosa D.G.Long & Rae,NA,NA,NA,NA,NA,3874911,Ziziphus rubiginosa,Ziziphus,rubiginosa,NA,NA,NA,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hkamti,NA,NA,15th March 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC0,Royal Botanic Garden Edinburgh,1752312,NA,NA,NA,NA,NA,NA,https://iiif.rbge.org.uk/herb/iiif/E01539131/manifest,FALSE,not_image
HERB_0066,sample_images/HERB_0066.jpg,4958498459,Psychotria pachyphylla (King & Gamble) Ridl.,"cdc,cdround,gass84,incomis,inmafu",cd6e21c8-9e8a-493a-8a76-fbf7862069e5,061b4f20-f241-11da-a328-b8a03c50a862,17abcf75-2f1e-46dd-bf75-a5b21dd02655,996e30f8-f762-11e1-a439-00145eb45e9a,061b4f20-f241-11da-a328-b8a03c50a862,GB,DWC_ARCHIVE,2026-08-24T12:51:18.333+00:00,2026-08-24T20:51:03.825+00:00,539,PRESERVED_SPECIMEN,PRESENT,2921046,6,7707728,220,412,8798,2919963,2921046,Psychotria pachyphylla (King & Gamble) Ridl.,Plantae,Tracheophyta,Gentianales,Rubiaceae,Psychotria,SPECIES,ACCEPTED,NA,ASIA,NA,NA,NA,2021,3,17,2021-03-17T00:00,76,76,NA,2025-12-29T02:56:00.430+00:00,2026-08-24T20:51:03.825+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,K001894456,none,none,fa252605-26f6-426c-9892-94d071c2c77f,NA,FALSE,NA,"Leong-Skornickova, J.; Niissalo, M.A.; Lim, Q.S.",NA,NA,none,Magnoliopsida,SG,none,none,ASIA,Singapore,EUROPE,NA,K001894456,SING 2021-068,NA,NA,539,NA,path along southern shore,NA,NA,4958498459,NA,Herbarium,http://specimens.kew.org/herbarium/K001894456,NA,NA,K001894456,K,NA,NA,NA,NA,Psychotria pachyphylla (King & Gamble) Ridl.,NA,NA,1.396389,103.795278,NA,2921046,Psychotria pachyphylla,Psychotria,pachyphylla,NA,NA,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rubiaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3324.652040783411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://d2jcv3kl45hlgi.cloudfront.net/f76357164dc08ddb516714db79c591cf.jpg,FALSE,ok
HERB_0067,sample_images/HERB_0067.jpg,2430565504,Gonocaryum lobbianum (Miers) Kurz,,b5cdf794-8fa4-4a85-8b26-755d087bf531,2cd829bb-b713-433d-99cf-64bef11e5b3e,17abcf75-2f1e-46dd-bf75-a5b21dd02655,86c2834b-fcd6-418d-9b32-aca45110a0fe,2cd829bb-b713-433d-99cf-64bef11e5b3e,FR,EML,2026-08-13T15:27:43.858+00:00,2026-08-24T16:45:40.074+00:00,606,PRESERVED_SPECIMEN,PRESENT,7670032,6,7707728,220,11502167,3233863,8305795,7670032,Gonocaryum lobbianum (Miers) Kurz,Plantae,Tracheophyta,Cardiopteridales,Cardiopteridaceae,Gonocaryum,SPECIES,ACCEPTED,NA,ASIA,mondulkiri,none,NA,2019,2,2,2019-02-02,33,33,NA,2020-01-14T18:34:04.000+00:00,2026-08-24T16:45:40.074+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00915892,none,none,6a6ac6c5-1b8a-48db-91a2-f8661274ff80,bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2,FALSE,NA,"Hul, S.|Eum, S.|Peou, Y.",Hul,hb,none,Magnoliopsida,KH,none,none,ASIA,Cambodia,EUROPE,NA,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00915892,NA,NA,http://grbio.org/institution/museum-national-dhistoire-naturelle,654,NA,NA,7015,NA,2430565504,NA,P,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00915892,NA,NA,P00915892,MNHN,NA,NA,NA,NA,Gonocaryum lobbianum (Miers) Kurz,NA,NA,NA,NA,NA,7670032,Gonocaryum lobbianum,Gonocaryum,lobbianum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbuste d'env. 3 m. Feuilles elliptiques-oblongues, atténuées à la base, acuminées au sommet. Inflorescences axillaires. Fruit : drupe ellipsoïde, violet-noir à maturité",Pich chréada,Pou Loung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://mediaphoto.mnhn.fr/media/1579023244665WItuZ5fjyg5Spvrl,TRUE,error
HERB_0068,sample_images/HERB_0068.jpg,3416542303,Garcinia xanthochymus Hook.f.,"cdc,gass84",cb9beff3-a185-486f-975a-732251444158,2853c0e7-c758-4c9c-83a2-7c2d18967fb9,17abcf75-2f1e-46dd-bf75-a5b21dd02655,86c2834b-fcd6-418d-9b32-aca45110a0fe,2cd829bb-b713-433d-99cf-64bef11e5b3e,FR,EML,2026-08-13T15:27:43.165+00:00,2026-08-24T18:08:47.831+00:00,586,PRESERVED_SPECIMEN,PRESENT,3712183,6,7707728,220,1414,6646,3189556,3712183,Garcinia xanthochymus Hook.f.,Plantae,Tracheophyta,Malpighiales,Clusiaceae,Garcinia,SPECIES,PROVISIONALLY_ACCEPTED,NA,ASIA,NA,NA,NA,2020,3,25,2020-03-25,85,85,NA,2021-12-17T16:45:44.000+00:00,2026-08-24T18:08:47.831+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,http://coldb.mnhn.fr/catalognumber/um/mpu/mpu1400347,none,none,17ff2e84-80c7-4904-81c7-26183b3ce46e,1fddc155-2d5b-4b1d-92cb-1268e22cc2bb,FALSE,NA,"Yao, T.L.|Leong, P.K.F.|Lim, W.H.|Chia, E.J.J.",Yao,hb,none,Magnoliopsida,SG,none,none,ASIA,Singapore,EUROPE,NA,http://coldb.mnhn.fr/catalognumber/um/mpu/mpu1400347,NA,NA,http://grscicoll.org/institution/université-montpellier-2,634,NA,NA,81,Singapore Botanic Garden,3416542303,NA,MPU,http://coldb.mnhn.fr/catalognumber/um/mpu/mpu1400347,NA,NA,MPU1400347,UM,NA,NA,NA,NA,Garcinia xanthochymus Hook.f.,NA,NA,1.39487,103.81105,NA,3712183,Garcinia xanthochymus,Garcinia,xanthochymus,NA,NA,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3348.8504043166813,"Tree tag: 20161051*A. Distribution: India, China, Indochina, Andamans. Wounded leaves exudate white, fruit exudate yellow. Fruit yellow, one seeded.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cultivated, under canopy shade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://mediaphoto.mnhn.fr/media/1639755944003VkOXwxhmPIlJAyBh,FALSE,error
HERB_0069,sample_images/HERB_0069.jpg,6367078378,Canthium coffeoides Pierre ex Pit.,"cdc,cdround,gass84,incomis,inmafu",cd6e21c8-9e8a-493a-8a76-fbf7862069e5,061b4f20-f241-11da-a328-b8a03c50a862,17abcf75-2f1e-46dd-bf75-a5b21dd02655,996e30f8-f762-11e1-a439-00145eb45e9a,061b4f20-f241-11da-a328-b8a03c50a862,GB,DWC_ARCHIVE,2026-08-24T12:51:18.333+00:00,2026-08-24T20:51:24.132+00:00,539,PRESERVED_SPECIMEN,PRESENT,2917490,6,7707728,220,412,8798,2917429,2917490,Canthium coffeoides Pierre ex Pit.,Plantae,Tracheophyta,Gentianales,Rubiaceae,Canthium,SPECIES,ACCEPTED,NA,ASIA,NA,NA,NA,2023,9,1,2023-09-01T00:00,244,244,NA,2026-06-03T12:08:57.877+00:00,2026-08-24T20:51:24.132+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,K001993266,none,none,fa252605-26f6-426c-9892-94d071c2c77f,NA,FALSE,NA,"Yooprasert, S.; Tamura, M. N.; Fuse, S.; Takahashi, K.; Masuda, R.; Taothong, P.; Saengbuapuean, A.",NA,NA,none,Magnoliopsida,TH,none,none,ASIA,Thailand,EUROPE,NA,K001993266,SY 556,NA,NA,539,NA,"Phu Ruea NP, Nature trail.",NA,NA,6367078378,NA,Herbarium,http://specimens.kew.org/herbarium/K001993266,NA,NA,K001993266,K,NA,NA,NA,NA,Canthium coffeoides Pierre ex Pit.,NA,NA,17.487778,101.349167,NA,2917490,Canthium coffeoides,Canthium,coffeoides,NA,NA,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rubiaceae,NA,NA,NA,NA,1030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://d2jcv3kl45hlgi.cloudfront.net/aef676de030ec007a179e52fd83f9656.jpg,FALSE,ok
HERB_0070,sample_images/HERB_0070.jpg,3461946308,Azadirachta indica A.Juss.,,b5cdf794-8fa4-4a85-8b26-755d087bf531,2cd829bb-b713-433d-99cf-64bef11e5b3e,17abcf75-2f1e-46dd-bf75-a5b21dd02655,86c2834b-fcd6-418d-9b32-aca45110a0fe,2cd829bb-b713-433d-99cf-64bef11e5b3e,FR,EML,2026-08-13T15:27:43.858+00:00,2026-08-24T16:46:29.955+00:00,606,PRESERVED_SPECIMEN,PRESENT,3190474,6,7707728,220,933,2397,3190473,3190474,Azadirachta indica A.Juss.,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,SPECIES,ACCEPTED,NA,ASIA,siem réap,none,NA,2021,1,8,2021-01-08,8,8,NA,2022-02-09T10:40:16.000+00:00,2026-08-24T16:46:29.955+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01190817,none,none,6a6ac6c5-1b8a-48db-91a2-f8661274ff80,bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2,FALSE,NA,"Hul, S.|Peou, Y.|Ratanak, V.",Hul,hb,none,Magnoliopsida,KH,none,none,ASIA,Cambodia,EUROPE,NA,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01190817,NA,NA,http://grbio.org/institution/museum-national-dhistoire-naturelle,654,NA,NA,7208,Sangkat Slorkram,3461946308,NA,P,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01190817,NA,NA,P01190817,MNHN,NA,NA,NA,NA,Azadirachta indica A.Juss.,NA,NA,NA,NA,NA,3190474,Azadirachta indica,Azadirachta,indica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plante dioïque. Arbre de 7-15(-20) m de haut. Feuilles composées, imparipennées, souvent paraissant paripennées par manque de la foliole terminale , folioles opposées, aiguës-acuminées au sommet, asymétriques à la base, à bord denté. Inflorescences axillaires, cauliflores",Phum Daun Pa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://mediaphoto.mnhn.fr/media/1644399615271pJ7uCL4x2ZezRmRu,TRUE,error
HERB_0071,sample_images/HERB_0071.jpg,4926503384,Memecylon scolopacinum Ridl.,"cdc,cdround,gass84,incomis,inmafu",cd6e21c8-9e8a-493a-8a76-fbf7862069e5,061b4f20-f241-11da-a328-b8a03c50a862,17abcf75-2f1e-46dd-bf75-a5b21dd02655,996e30f8-f762-11e1-a439-00145eb45e9a,061b4f20-f241-11da-a328-b8a03c50a862,GB,DWC_ARCHIVE,2026-08-24T12:51:18.333+00:00,2026-08-24T20:51:00.966+00:00,539,PRESERVED_SPECIMEN,PRESENT,3864103,6,7707728,220,690,6683,3716283,3864103,Memecylon scolopacinum Ridl.,Plantae,Tracheophyta,Myrtales,Melastomataceae,Memecylon,SPECIES,ACCEPTED,NA,ASIA,NA,NA,Rambai,2019,11,8,2019-11-08T00:00,312,312,NA,2026-01-25T18:17:20.613+00:00,2026-08-24T20:51:00.966+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,K001935664,none,none,fa252605-26f6-426c-9892-94d071c2c77f,NA,FALSE,NA,"Lim, W.H.; Bazilah, I.; Watu, A.; Janagrun, E.; Azlan, P.; Clayton, J.",Hughes. M.,NA,none,Magnoliopsida,BN,none,none,ASIA,Brunei Darussalam,EUROPE,NA,K001935664,LWH 62,Mixed dipterocarp forest. Moist clay and sandy soil. On ridge top.,NA,539,NA,NA,NA,NA,4926503384,NA,Herbarium,http://specimens.kew.org/herbarium/K001935664,NA,NA,K001935664,K,NA,NA,NA,NA,Memecylon scolopacinum Ridl.,NA,NA,4.535,114.766111,NA,3864103,Memecylon scolopacinum,Memecylon,scolopacinum,NA,NA,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Melastomataceae,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rambai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://d2jcv3kl45hlgi.cloudfront.net/3cce4028198ab6a31db614e6ebbeec83.jpg,FALSE,ok
HERB_0072,sample_images/HERB_0072.jpg,2430565438,Phlogacanthus turgidus (Fua ex Hook.fil.) Lindau,,b5cdf794-8fa4-4a85-8b26-755d087bf531,2cd829bb-b713-433d-99cf-64bef11e5b3e,17abcf75-2f1e-46dd-bf75-a5b21dd02655,86c2834b-fcd6-418d-9b32-aca45110a0fe,2cd829bb-b713-433d-99cf-64bef11e5b3e,FR,EML,2026-08-13T15:27:43.858+00:00,2026-08-24T16:46:32.444+00:00,606,PRESERVED_SPECIMEN,PRESENT,3775530,6,7707728,220,408,2393,7263834,3775530,Phlogacanthus turgidus (Fua ex Hook.fil.) Lindau,Plantae,Tracheophyta,Lamiales,Acanthaceae,Phlogacanthus,SPECIES,ACCEPTED,NA,ASIA,mondulkiri,none,NA,2019,2,1,2019-02-01,32,32,NA,2020-01-14T18:34:02.000+00:00,2026-08-24T16:46:32.444+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00915881,none,none,6a6ac6c5-1b8a-48db-91a2-f8661274ff80,bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2,FALSE,NA,"Hul, S.|Eum, S.|Peou, Y.",Hul,hb,none,Magnoliopsida,KH,none,none,ASIA,Cambodia,EUROPE,NA,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00915881,NA,NA,http://grbio.org/institution/museum-national-dhistoire-naturelle,654,NA,NA,7007,NA,2430565438,NA,P,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00915881,NA,NA,P00915881,MNHN,NA,NA,NA,NA,Phlogacanthus turgidus (Fua ex Hook.fil.) Lindau,NA,NA,NA,NA,NA,3775530,Phlogacanthus turgidus,Phlogacanthus,turgidus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbuste de 2 m de haut. Feuilles oblongues. Inflorescences terminales. Fleurs blanches, tachées de rose ou rouge violacé. Fruit linéaire",kéo Seima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://mediaphoto.mnhn.fr/media/1579023242467ffIU0WyrFO8DrwuN,TRUE,error
